index,coordinates,year,masked_ag,masked_urb,window_ag,landcover,category,observer,landcover_code,strata
5933,"[-106.8321002481499, 29.307940386277245]",2004,1,0,1,ag,113,sean,1,1.0
19832,"[-109.54725819440115, 30.943503024073657]",2004,0,0,0,ag,513,sean,1,5.0
12191,"[-102.18143219073472, 25.58136926163582]",2004,1,0,1,ag,311,sean,1,3.0
12864,"[-103.23892894320022, 23.194186225616605]",2004,0,0,0,ag,313,sean,1,3.0
12349,"[-100.24700005791175, 23.65960337431893]",2004,1,0,1,ag,311,sean,1,3.0
12216,"[-101.94212099904529, 25.364695615106193]",2004,1,0,1,ag,311,sean,1,3.0
16578,"[-103.94042334856915, 24.694732076209853]",2004,0,0,0,na,413,sean,0,4.0000000001
19619,"[-105.23291937936033, 26.58954850500316]",2004,0,0,0,ag,513,sean,1,5.0
9478,"[-108.30246270519673, 30.85430031636059]",2004,1,0,1,ag,213,sean,1,2.0
19759,"[-106.42139050025045, 28.305151034614624]",2004,1,0,1,ag,513,sean,1,5.0
16286,"[-104.69797262766716, 24.861010235300377]",2004,0,0,0,na,413,sean,0,4.0000000001
9480,"[-105.00223201439843, 24.94212810545637]",2004,0,0,0,na,213,sean,0,2.0
5955,"[-103.47258074859971, 24.294802111719843]",2004,1,0,1,ag,113,sean,1,1.0
16450,"[-103.38472551381282, 23.768748681339453]",2004,0,0,0,na,413,sean,0,4.0000000001
16688,"[-105.30918634698207, 33.10134616805716]",2004,0,0,0,na,414,sean,0,4.0000000001
5760,"[-103.33864193973749, 23.951466010129362]",2004,1,0,1,ag,113,sean,1,1.0
16308,"[-107.00134284767802, 29.85582287806174]",2004,0,0,0,na,413,sean,0,4.0000000001
12913,"[-107.00781071772367, 28.78161746131162]",2004,0,0,1,ag,313,sean,1,3.0
19762,"[-102.97078183089054, 23.24592918598189]",2004,0,0,1,na,513,sean,0,5.0
9405,"[-106.73535169205023, 28.868125223172328]",2004,0,0,0,ag,213,sean,1,2.0
19861,"[-109.93937281591933, 32.96605988626876]",2004,0,0,0,ag,513,sean,1,5.0
12729,"[-109.22871559465237, 32.252168729978976]",2004,1,0,1,ag,313,sean,1,3.0
16470,"[-108.28602353549735, 31.002791832825547]",2004,0,0,0,na,413,sean,0,4.0000000001
12688,"[-103.8129524097526, 23.808633879954357]",2004,1,0,1,ag,313,sean,1,3.0
12119,"[-104.1226016881886, 32.28181313435492]",2004,1,0,1,ag,311,sean,1,3.0
9467,"[-106.8560852662359, 28.595127208328403]",2004,1,0,1,ag,213,sean,1,2.0
9879,"[-107.01427858776934, 28.288711864915236]",2004,0,0,0,ag,214,sean,1,2.0
12881,"[-107.33012624166577, 28.56170987975916]",2004,1,0,1,ag,313,sean,1,3.0
5903,"[-102.43475710085643, 23.047042182077828]",2004,1,0,1,ag,113,sean,1,1.0
9488,"[-105.03996125633145, 24.853464386913775]",2004,1,0,1,ag,213,sean,1,2.0
19602,"[-102.57570276893478, 23.06321185719198]",2004,1,0,1,ag,513,sean,1,5.0
9568,"[-104.6314074651139, 24.48344832138494]",2004,1,0,1,ag,213,sean,1,2.0
16560,"[-106.41519212479002, 27.94564525790999]",2004,0,0,0,na,413,sean,0,4.0000000001
9537,"[-103.1440668491972, 24.260576299394888]",2004,1,0,1,ag,213,sean,1,2.0
12715,"[-103.21494392511423, 24.171104097096585]",2004,0,0,1,na,313,sean,0,3.0
19634,"[-107.22637082634995, 28.5732981469243]",2004,0,0,0,ag,513,sean,1,5.0
5912,"[-103.48416901576485, 23.247007164322834]",2004,1,0,1,ag,113,sean,1,1.0
5787,"[-103.15835006221471, 24.179997418409368]",2004,1,0,1,ag,113,sean,1,1.0
12959,"[-102.742789411781, 22.679182073230884]",2004,1,0,1,ag,313,sean,1,3.0
5262,"[-103.1982352608296, 25.76354760125526]",2005,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2005,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2005,1,0,1,ag,113,sean,1,1.0
12688,"[-103.8129524097526, 23.808633879954357]",2005,1,0,1,ag,313,sean,1,3.0
16450,"[-103.38472551381282, 23.768748681339453]",2005,0,0,0,na,413,sean,0,4.0000000001
19811,"[-103.0974442859514, 24.454881895349942]",2005,1,0,1,ag,513,sean,1,5.0
5933,"[-106.8321002481499, 29.307940386277245]",2005,1,0,1,ag,113,sean,1,1.0
9537,"[-103.1440668491972, 24.260576299394888]",2005,1,0,1,ag,213,sean,1,2.0
9551,"[-106.18046234104959, 28.33722089025769]",2005,1,0,1,ag,213,sean,1,2.0
5760,"[-103.33864193973749, 23.951466010129362]",2005,1,0,1,ag,113,sean,1,1.0
12191,"[-102.18143219073472, 25.58136926163582]",2005,1,0,1,ag,311,sean,1,3.0
12119,"[-104.1226016881886, 32.28181313435492]",2005,1,0,1,ag,311,sean,1,3.0
9467,"[-106.8560852662359, 28.595127208328403]",2005,1,0,1,ag,213,sean,1,2.0
5903,"[-102.43475710085643, 23.047042182077828]",2005,1,0,1,ag,113,sean,1,1.0
16491,"[-105.70130096850025, 26.774691285060193]",2005,0,0,0,na,413,sean,0,4.0000000001
9601,"[-108.23428057513206, 31.169878475671776]",2005,0,0,0,na,213,sean,0,2.0
9466,"[-107.29670891309651, 28.802638038960016]",2005,0,0,0,na,213,sean,0,2.0
12959,"[-102.742789411781, 22.679182073230884]",2005,1,0,1,ag,313,sean,1,3.0
19602,"[-102.57570276893478, 23.06321185719198]",2005,1,0,1,ag,513,sean,1,5.0
16688,"[-105.30918634698207, 33.10134616805716]",2005,0,0,0,na,414,sean,0,4.0000000001
5762,"[-103.87143273474878, 24.21233676863767]",2005,1,0,1,ag,113,sean,1,1.0
19634,"[-107.22637082634995, 28.5732981469243]",2005,1,0,1,ag,513,sean,1,5.0
9346,"[-102.55576016962732, 22.931429005011644]",2005,1,0,1,ag,213,sean,1,2.0
9568,"[-104.6314074651139, 24.48344832138494]",2005,0,0,1,ag,213,sean,1,2.0
19759,"[-106.42139050025045, 28.305151034614624]",2005,1,0,1,ag,513,sean,1,5.0
19973,"[-107.15387678292151, 29.214425765200403]",2005,0,0,1,ag,514,sean,1,5.0
9488,"[-105.03996125633145, 24.853464386913775]",2005,1,0,1,ag,213,sean,1,2.0
16560,"[-106.41519212479002, 27.94564525790999]",2005,0,0,0,na,413,sean,0,4.0000000001
19705,"[-107.08892858787966, 28.1779495903833]",2005,1,0,1,na,513,sean,0,5.0
16360,"[-103.94716071320005, 23.638313302085297]",2005,0,0,0,ag,413,sean,1,4.0000000001
12715,"[-103.21494392511423, 24.171104097096585]",2005,0,0,0,ag,313,sean,1,3.0
19606,"[-107.17381938222897, 28.820963670756054]",2005,1,0,1,na,513,sean,0,5.0
12349,"[-100.24700005791175, 23.65960337431893]",2005,0,0,1,ag,311,sean,1,3.0
5787,"[-103.15835006221471, 24.179997418409368]",2005,1,0,1,ag,113,sean,1,1.0
16308,"[-107.00134284767802, 29.85582287806174]",2005,0,0,0,na,413,sean,0,4.0000000001
12913,"[-107.00781071772367, 28.78161746131162]",2005,0,0,0,ag,313,sean,1,3.0
5955,"[-103.47258074859971, 24.294802111719843]",2005,1,0,1,ag,113,sean,1,1.0
5951,"[-102.91014554921247, 22.654119076803948]",2005,1,0,1,ag,113,sean,1,1.0
19619,"[-105.23291937936033, 26.58954850500316]",2005,1,0,1,ag,513,sean,1,5.0
12820,"[-106.61731306371692, 28.47250717204609]",2005,1,0,1,ag,313,sean,1,3.0
16318,"[-104.89443418030409, 26.269388937742963]",2005,0,0,0,na,413,sean,0,4.0000000001
16429,"[-109.67877155199625, 30.894993998731202]",2005,0,0,0,na,413,sean,0,4.0000000001
12729,"[-109.22871559465237, 32.252168729978976]",2005,1,0,1,ag,313,sean,1,3.0
16285,"[-107.88312913056974, 31.389247068053766]",2005,0,0,0,na,413,sean,0,4.0000000001
19762,"[-102.97078183089054, 23.24592918598189]",2005,0,0,0,na,513,sean,0,5.0
19832,"[-109.54725819440115, 30.943503024073657]",2005,1,0,1,ag,513,sean,1,5.0
19861,"[-109.93937281591933, 32.96605988626876]",2005,1,0,1,ag,513,sean,1,5.0
16286,"[-104.69797262766716, 24.861010235300377]",2005,0,0,0,na,413,sean,0,4.0000000001
12762,"[-103.95713201285378, 23.605165468101287]",2005,1,0,1,ag,313,sean,1,3.0
19043,"[-100.04892153776339, 24.129601930970264]",2005,1,0,1,ag,511,sean,1,5.0
6234,"[-107.09485746875485, 28.363631359610803]",2005,1,0,1,ag,114,sean,1,1.0
5912,"[-103.48416901576485, 23.247007164322834]",2005,1,0,1,ag,113,sean,1,1.0
8779,"[-103.99162731976396, 26.92264381235468]",2005,0,0,0,na,211,sean,0,2.0
16407,"[-105.134284361164, 25.474649405882424]",2005,0,0,0,na,413,sean,0,4.0000000001
16470,"[-108.28602353549735, 31.002791832825547]",2005,0,0,0,na,413,sean,0,4.0000000001
19628,"[-107.40585422011704, 28.46145789405142]",2005,0,0,0,ag,513,sean,1,5.0
9478,"[-108.30246270519673, 30.85430031636059]",2005,1,0,1,ag,213,sean,1,2.0
9405,"[-106.73535169205023, 28.868125223172328]",2005,0,0,0,ag,213,sean,1,2.0
16578,"[-103.94042334856915, 24.694732076209853]",2005,0,0,0,na,413,sean,0,4.0000000001
9879,"[-107.01427858776934, 28.288711864915236]",2005,0,0,0,na,214,sean,0,2.0
9408,"[-105.6813583691928, 26.845029371806753]",2005,1,0,1,na,213,sean,0,2.0
19666,"[-107.58506811929888, 28.63905482572185]",2005,1,0,1,ag,513,sean,1,5.0
12881,"[-107.33012624166577, 28.56170987975916]",2005,1,0,1,ag,313,sean,1,3.0
16418,"[-105.40593490308174, 26.61056908265156]",2005,0,0,0,na,413,sean,0,4.0000000001
12216,"[-101.94212099904529, 25.364695615106193]",2005,0,0,1,ag,311,sean,1,3.0
12864,"[-103.23892894320022, 23.194186225616605]",2005,1,0,1,ag,313,sean,1,3.0
5783,"[-104.80711793468767, 24.88688171548302]",2005,1,0,1,ag,113,sean,1,1.0
12692,"[-107.80901811962988, 29.011765837103038]",2005,1,0,1,na,313,sean,0,3.0
9480,"[-105.00223201439843, 24.94212810545637]",2005,0,0,0,na,213,sean,0,2.0
5905,"[-102.92254230013333, 23.400619077907272]",2005,1,0,1,ag,113,sean,1,1.0
5262,"[-103.1982352608296, 25.76354760125526]",2006,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2006,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2006,1,0,1,ag,113,sean,1,1.0
16360,"[-103.94716071320005, 23.638313302085297]",2006,0,0,0,ag,413,sean,1,4.0000000001
5760,"[-103.33864193973749, 23.951466010129362]",2006,1,0,1,ag,113,sean,1,1.0
19628,"[-107.40585422011704, 28.46145789405142]",2006,1,0,1,ag,513,sean,1,5.0
12959,"[-102.742789411781, 22.679182073230884]",2006,1,0,1,ag,313,sean,1,3.0
12820,"[-106.61731306371692, 28.47250717204609]",2006,1,0,1,ag,313,sean,1,3.0
16286,"[-104.69797262766716, 24.861010235300377]",2006,0,0,0,na,413,sean,0,4.0000000001
12864,"[-103.23892894320022, 23.194186225616605]",2006,1,0,1,ag,313,sean,1,3.0
16418,"[-105.40593490308174, 26.61056908265156]",2006,0,0,0,na,413,sean,0,4.0000000001
16578,"[-103.94042334856915, 24.694732076209853]",2006,0,0,0,na,413,sean,0,4.0000000001
16285,"[-107.88312913056974, 31.389247068053766]",2006,0,0,0,na,413,sean,0,4.0000000001
19759,"[-106.42139050025045, 28.305151034614624]",2006,0,0,1,ag,513,sean,1,5.0
9467,"[-106.8560852662359, 28.595127208328403]",2006,1,0,1,ag,213,sean,1,2.0
19666,"[-107.58506811929888, 28.63905482572185]",2006,0,0,1,ag,513,sean,1,5.0
9405,"[-106.73535169205023, 28.868125223172328]",2006,1,0,1,ag,213,sean,1,2.0
9537,"[-103.1440668491972, 24.260576299394888]",2006,1,0,1,ag,213,sean,1,2.0
12762,"[-103.95713201285378, 23.605165468101287]",2006,1,0,1,ag,313,sean,1,3.0
19606,"[-107.17381938222897, 28.820963670756054]",2006,0,0,1,na,513,sean,0,5.0
9346,"[-102.55576016962732, 22.931429005011644]",2006,1,0,1,ag,213,sean,1,2.0
9478,"[-108.30246270519673, 30.85430031636059]",2006,1,0,1,ag,213,sean,1,2.0
5951,"[-102.91014554921247, 22.654119076803948]",2006,1,0,1,ag,113,sean,1,1.0
19043,"[-100.04892153776339, 24.129601930970264]",2006,1,0,1,na,511,sean,0,5.0
5933,"[-106.8321002481499, 29.307940386277245]",2006,1,0,1,ag,113,sean,1,1.0
19762,"[-102.97078183089054, 23.24592918598189]",2006,0,0,0,na,513,sean,0,5.0
12715,"[-103.21494392511423, 24.171104097096585]",2006,0,0,0,ag,313,sean,1,3.0
19811,"[-103.0974442859514, 24.454881895349942]",2006,1,0,1,ag,513,sean,1,5.0
5787,"[-103.15835006221471, 24.179997418409368]",2006,1,0,1,ag,113,sean,1,1.0
12216,"[-101.94212099904529, 25.364695615106193]",2006,1,0,1,ag,311,sean,1,3.0
5903,"[-102.43475710085643, 23.047042182077828]",2006,1,0,1,ag,113,sean,1,1.0
19832,"[-109.54725819440115, 30.943503024073657]",2006,0,0,1,ag,513,sean,1,5.0
16308,"[-107.00134284767802, 29.85582287806174]",2006,0,0,0,na,413,sean,0,4.0000000001
16560,"[-106.41519212479002, 27.94564525790999]",2006,0,0,0,na,413,sean,0,4.0000000001
12692,"[-107.80901811962988, 29.011765837103038]",2006,1,0,1,ag,313,sean,1,3.0
9466,"[-107.29670891309651, 28.802638038960016]",2006,1,0,1,ag,213,sean,1,2.0
16491,"[-105.70130096850025, 26.774691285060193]",2006,0,0,0,na,413,sean,0,4.0000000001
12191,"[-102.18143219073472, 25.58136926163582]",2006,1,0,1,ag,311,sean,1,3.0
9879,"[-107.01427858776934, 28.288711864915236]",2006,0,0,0,na,214,sean,0,2.0
9408,"[-105.6813583691928, 26.845029371806753]",2006,0,0,1,na,213,sean,0,2.0
16318,"[-104.89443418030409, 26.269388937742963]",2006,0,0,0,na,413,sean,0,4.0000000001
19705,"[-107.08892858787966, 28.1779495903833]",2006,0,0,1,ag,513,sean,1,5.0
9601,"[-108.23428057513206, 31.169878475671776]",2006,0,0,0,na,213,sean,0,2.0
19602,"[-102.57570276893478, 23.06321185719198]",2006,0,0,1,ag,513,sean,1,5.0
12119,"[-104.1226016881886, 32.28181313435492]",2006,0,0,1,ag,311,sean,1,3.0
6234,"[-107.09485746875485, 28.363631359610803]",2006,1,0,1,ag,114,sean,1,1.0
5905,"[-102.92254230013333, 23.400619077907272]",2006,1,0,1,ag,113,sean,1,1.0
16429,"[-109.67877155199625, 30.894993998731202]",2006,0,0,0,na,413,sean,0,4.0000000001
16450,"[-103.38472551381282, 23.768748681339453]",2006,0,0,0,na,413,sean,0,4.0000000001
8779,"[-103.99162731976396, 26.92264381235468]",2006,0,0,0,na,211,sean,0,2.0
19973,"[-107.15387678292151, 29.214425765200403]",2006,0,0,0,ag,514,sean,1,5.0
16470,"[-108.28602353549735, 31.002791832825547]",2006,0,0,0,na,413,sean,0,4.0000000001
12729,"[-109.22871559465237, 32.252168729978976]",2006,0,0,1,ag,313,sean,1,3.0
16407,"[-105.134284361164, 25.474649405882424]",2006,0,0,0,na,413,sean,0,4.0000000001
9551,"[-106.18046234104959, 28.33722089025769]",2006,0,0,1,ag,213,sean,1,2.0
5783,"[-104.80711793468767, 24.88688171548302]",2006,1,0,1,ag,113,sean,1,1.0
9568,"[-104.6314074651139, 24.48344832138494]",2006,1,0,1,ag,213,sean,1,2.0
12913,"[-107.00781071772367, 28.78161746131162]",2006,0,0,0,ag,313,sean,1,3.0
5955,"[-103.47258074859971, 24.294802111719843]",2006,1,0,1,ag,113,sean,1,1.0
9480,"[-105.00223201439843, 24.94212810545637]",2006,0,0,0,na,213,sean,0,2.0
5912,"[-103.48416901576485, 23.247007164322834]",2006,1,0,1,ag,113,sean,1,1.0
19619,"[-105.23291937936033, 26.58954850500316]",2006,1,0,1,ag,513,sean,1,5.0
16688,"[-105.30918634698207, 33.10134616805716]",2006,0,0,0,na,414,sean,0,4.0000000001
5762,"[-103.87143273474878, 24.21233676863767]",2006,1,0,1,ag,113,sean,1,1.0
12881,"[-107.33012624166577, 28.56170987975916]",2006,0,0,1,ag,313,sean,1,3.0
9488,"[-105.03996125633145, 24.853464386913775]",2006,1,0,1,ag,213,sean,1,2.0
19861,"[-109.93937281591933, 32.96605988626876]",2006,0,0,1,ag,513,sean,1,5.0
12349,"[-100.24700005791175, 23.65960337431893]",2006,0,0,0,na,311,sean,0,3.0
12688,"[-103.8129524097526, 23.808633879954357]",2006,1,0,1,ag,313,sean,1,3.0
19634,"[-107.22637082634995, 28.5732981469243]",2006,1,0,1,ag,513,sean,1,5.0
5262,"[-103.1982352608296, 25.76354760125526]",2007,1,0,1,ag,111,sean,1,1.0
5714,"[-107.05416378638424, 29.25107702879248]",2007,1,0,1,ag,113,sean,1,1.0
5734,"[-103.34510980978315, 23.22706456501538]",2007,1,0,1,ag,113,sean,1,1.0
16318,"[-104.89443418030409, 26.269388937742963]",2007,0,0,0,na,413,sean,0,4.0000000001
5905,"[-102.92254230013333, 23.400619077907272]",2007,1,0,1,ag,113,sean,1,1.0
9478,"[-108.30246270519673, 30.85430031636059]",2007,1,0,1,ag,213,sean,1,2.0
9408,"[-105.6813583691928, 26.845029371806753]",2007,0,0,0,na,213,sean,0,2.0
16450,"[-103.38472551381282, 23.768748681339453]",2007,0,0,0,na,413,sean,0,4.0000000001
5787,"[-103.15835006221471, 24.179997418409368]",2007,1,0,1,ag,113,sean,1,1.0
16360,"[-103.94716071320005, 23.638313302085297]",2007,0,0,0,ag,413,sean,1,4.0000000001
5783,"[-104.80711793468767, 24.88688171548302]",2007,1,0,1,ag,113,sean,1,1.0
16429,"[-109.67877155199625, 30.894993998731202]",2007,0,0,0,na,413,sean,0,4.0000000001
12729,"[-109.22871559465237, 32.252168729978976]",2007,0,0,0,na,313,sean,0,3.0
16470,"[-108.28602353549735, 31.002791832825547]",2007,0,0,0,na,413,sean,0,4.0000000001
12959,"[-102.742789411781, 22.679182073230884]",2007,1,0,1,ag,313,sean,1,3.0
16286,"[-104.69797262766716, 24.861010235300377]",2007,0,0,0,na,413,sean,0,4.0000000001
19811,"[-103.0974442859514, 24.454881895349942]",2007,1,0,1,ag,513,sean,1,5.0
16407,"[-105.134284361164, 25.474649405882424]",2007,0,0,0,na,413,sean,0,4.0000000001
12864,"[-103.23892894320022, 23.194186225616605]",2007,1,0,1,ag,313,sean,1,3.0
19043,"[-100.04892153776339, 24.129601930970264]",2007,1,0,1,na,511,sean,0,5.0
19619,"[-105.23291937936033, 26.58954850500316]",2007,1,0,1,ag,513,sean,1,5.0
6234,"[-107.09485746875485, 28.363631359610803]",2007,1,0,1,ag,114,sean,1,1.0
5912,"[-103.48416901576485, 23.247007164322834]",2007,1,0,1,ag,113,sean,1,1.0
5903,"[-102.43475710085643, 23.047042182077828]",2007,1,0,1,ag,113,sean,1,1.0
12881,"[-107.33012624166577, 28.56170987975916]",2007,0,0,0,ag,313,sean,1,3.0
9568,"[-104.6314074651139, 24.48344832138494]",2007,1,0,1,ag,213,sean,1,2.0
9601,"[-108.23428057513206, 31.169878475671776]",2007,0,0,0,na,213,sean,0,2.0
12688,"[-103.8129524097526, 23.808633879954357]",2007,1,0,1,ag,313,sean,1,3.0
16578,"[-103.94042334856915, 24.694732076209853]",2007,0,0,0,na,413,sean,0,4.0000000001
9551,"[-106.18046234104959, 28.33722089025769]",2007,1,0,1,ag,213,sean,1,2.0
12119,"[-104.1226016881886, 32.28181313435492]",2007,1,0,1,ag,311,sean,1,3.0
8779,"[-103.99162731976396, 26.92264381235468]",2007,0,0,0,ag,211,sean,1,2.0
9467,"[-106.8560852662359, 28.595127208328403]",2007,1,0,1,ag,213,sean,1,2.0
9480,"[-105.00223201439843, 24.94212810545637]",2007,0,0,0,na,213,sean,0,2.0
5955,"[-103.47258074859971, 24.294802111719843]",2007,1,0,1,ag,113,sean,1,1.0
19666,"[-107.58506811929888, 28.63905482572185]",2007,0,0,0,na,513,sean,0,5.0
5760,"[-103.33864193973749, 23.951466010129362]",2007,1,0,1,ag,113,sean,1,1.0
9488,"[-105.03996125633145, 24.853464386913775]",2007,1,0,1,ag,213,sean,1,2.0
5933,"[-106.8321002481499, 29.307940386277245]",2007,1,0,1,ag,113,sean,1,1.0
16308,"[-107.00134284767802, 29.85582287806174]",2007,0,0,0,na,413,sean,0,4.0000000001
5762,"[-103.87143273474878, 24.21233676863767]",2007,1,0,1,ag,113,sean,1,1.0
12191,"[-102.18143219073472, 25.58136926163582]",2007,1,0,1,ag,311,sean,1,3.0
12216,"[-101.94212099904529, 25.364695615106193]",2007,1,0,1,ag,311,sean,1,3.0
19861,"[-109.93937281591933, 32.96605988626876]",2007,0,0,0,na,513,sean,0,5.0
12349,"[-100.24700005791175, 23.65960337431893]",2007,0,0,0,na,311,sean,0,3.0
9405,"[-106.73535169205023, 28.868125223172328]",2007,1,0,1,ag,213,sean,1,2.0
16418,"[-105.40593490308174, 26.61056908265156]",2007,0,0,0,na,413,sean,0,4.0000000001
19602,"[-102.57570276893478, 23.06321185719198]",2007,1,0,1,ag,513,sean,1,5.0
12820,"[-106.61731306371692, 28.47250717204609]",2007,1,0,1,ag,313,sean,1,3.0
9537,"[-103.1440668491972, 24.260576299394888]",2007,1,0,1,ag,213,sean,1,2.0
9346,"[-102.55576016962732, 22.931429005011644]",2007,1,0,1,na,213,sean,0,2.0
19762,"[-102.97078183089054, 23.24592918598189]",2007,1,0,1,ag,513,sean,1,5.0
12692,"[-107.80901811962988, 29.011765837103038]",2007,1,0,1,na,313,sean,0,3.0
12762,"[-103.95713201285378, 23.605165468101287]",2007,1,0,1,ag,313,sean,1,3.0
19628,"[-107.40585422011704, 28.46145789405142]",2007,0,0,1,na,513,sean,0,5.0
16285,"[-107.88312913056974, 31.389247068053766]",2007,0,0,0,na,413,sean,0,4.0000000001
19634,"[-107.22637082634995, 28.5732981469243]",2007,0,0,1,na,513,sean,0,5.0
5951,"[-102.91014554921247, 22.654119076803948]",2007,1,0,1,ag,113,sean,1,1.0
9466,"[-107.29670891309651, 28.802638038960016]",2007,1,0,1,ag,213,sean,1,2.0
16688,"[-105.30918634698207, 33.10134616805716]",2007,0,0,0,na,414,sean,0,4.0000000001
19973,"[-107.15387678292151, 29.214425765200403]",2007,1,0,1,ag,514,sean,1,5.0
12913,"[-107.00781071772367, 28.78161746131162]",2007,0,0,0,ag,313,sean,1,3.0
16491,"[-105.70130096850025, 26.774691285060193]",2007,0,0,0,na,413,sean,0,4.0000000001
12715,"[-103.21494392511423, 24.171104097096585]",2007,0,0,0,ag,313,sean,1,3.0
9879,"[-107.01427858776934, 28.288711864915236]",2007,0,0,0,ag,214,sean,1,2.0
19832,"[-109.54725819440115, 30.943503024073657]",2007,1,0,1,ag,513,sean,1,5.0
19759,"[-106.42139050025045, 28.305151034614624]",2007,1,0,1,ag,513,sean,1,5.0
19606,"[-107.17381938222897, 28.820963670756054]",2007,1,0,1,na,513,sean,0,5.0
19705,"[-107.08892858787966, 28.1779495903833]",2007,0,0,0,na,513,sean,0,5.0
16560,"[-106.41519212479002, 27.94564525790999]",2007,0,0,0,na,413,sean,0,4.0000000001
12119,"[-104.1226016881886, 32.28181313435492]",2008,1,0,1,ag,311,sean,1,3.0
16560,"[-106.41519212479002, 27.94564525790999]",2008,0,0,0,na,413,sean,0,4.0000000001
9879,"[-107.01427858776934, 28.288711864915236]",2008,0,0,0,na,214,sean,0,2.0
12692,"[-107.80901811962988, 29.011765837103038]",2008,1,0,1,na,313,sean,0,3.0
12820,"[-106.61731306371692, 28.47250717204609]",2008,1,0,1,ag,313,sean,1,3.0
9408,"[-105.6813583691928, 26.845029371806753]",2008,1,0,1,na,213,sean,0,2.0
5905,"[-102.92254230013333, 23.400619077907272]",2008,1,0,1,ag,113,sean,1,1.0
16688,"[-105.30918634698207, 33.10134616805716]",2008,0,0,0,na,414,sean,0,4.0000000001
12715,"[-103.21494392511423, 24.171104097096585]",2008,0,0,0,na,313,sean,0,3.0
9467,"[-106.8560852662359, 28.595127208328403]",2008,1,0,1,ag,213,sean,1,2.0
12349,"[-100.24700005791175, 23.65960337431893]",2008,1,0,1,na,311,sean,0,3.0
19666,"[-107.58506811929888, 28.63905482572185]",2008,0,0,0,ag,513,sean,1,5.0
5787,"[-103.15835006221471, 24.179997418409368]",2008,1,0,1,na,113,sean,0,1.0
19973,"[-107.15387678292151, 29.214425765200403]",2008,1,0,1,ag,514,sean,1,5.0
9551,"[-106.18046234104959, 28.33722089025769]",2008,1,0,1,ag,213,sean,1,2.0
16470,"[-108.28602353549735, 31.002791832825547]",2008,0,0,0,na,413,sean,0,4.0000000001
16308,"[-107.00134284767802, 29.85582287806174]",2008,0,0,0,na,413,sean,0,4.0000000001
5762,"[-103.87143273474878, 24.21233676863767]",2008,1,0,1,ag,113,sean,1,1.0
19762,"[-102.97078183089054, 23.24592918598189]",2008,1,0,1,na,513,sean,0,5.0
19628,"[-107.40585422011704, 28.46145789405142]",2008,1,0,1,ag,513,sean,1,5.0
12688,"[-103.8129524097526, 23.808633879954357]",2008,1,0,1,ag,313,sean,1,3.0
16285,"[-107.88312913056974, 31.389247068053766]",2008,0,0,0,na,413,sean,0,4.0000000001
12913,"[-107.00781071772367, 28.78161746131162]",2008,0,0,0,ag,313,sean,1,3.0
16578,"[-103.94042334856915, 24.694732076209853]",2008,0,0,0,na,413,sean,0,4.0000000001
16491,"[-105.70130096850025, 26.774691285060193]",2008,0,0,0,na,413,sean,0,4.0000000001
6234,"[-107.09485746875485, 28.363631359610803]",2008,1,0,1,ag,114,sean,1,1.0
12216,"[-101.94212099904529, 25.364695615106193]",2008,1,0,1,ag,311,sean,1,3.0
5714,"[-107.05416378638424, 29.25107702879248]",2008,1,0,1,ag,113,sean,1,1.0
5262,"[-103.1982352608296, 25.76354760125526]",2008,1,0,1,ag,111,sean,1,1.0
16407,"[-105.134284361164, 25.474649405882424]",2008,0,0,0,na,413,sean,0,4.0000000001
19705,"[-107.08892858787966, 28.1779495903833]",2008,1,0,1,ag,513,sean,1,5.0
19606,"[-107.17381938222897, 28.820963670756054]",2008,1,0,1,na,513,sean,0,5.0
12959,"[-102.742789411781, 22.679182073230884]",2008,0,0,1,ag,313,sean,1,3.0
19861,"[-109.93937281591933, 32.96605988626876]",2008,1,0,1,ag,513,sean,1,5.0
19759,"[-106.42139050025045, 28.305151034614624]",2008,1,0,1,ag,513,sean,1,5.0
9601,"[-108.23428057513206, 31.169878475671776]",2008,0,0,0,na,213,sean,0,2.0
5951,"[-102.91014554921247, 22.654119076803948]",2008,1,0,1,ag,113,sean,1,1.0
9346,"[-102.55576016962732, 22.931429005011644]",2008,1,0,1,ag,213,sean,1,2.0
12864,"[-103.23892894320022, 23.194186225616605]",2008,0,0,1,ag,313,sean,1,3.0
19619,"[-105.23291937936033, 26.58954850500316]",2008,1,0,1,ag,513,sean,1,5.0
19043,"[-100.04892153776339, 24.129601930970264]",2008,1,0,1,na,511,sean,0,5.0
19634,"[-107.22637082634995, 28.5732981469243]",2008,1,0,1,ag,513,sean,1,5.0
12881,"[-107.33012624166577, 28.56170987975916]",2008,0,0,0,ag,313,sean,1,3.0
8779,"[-103.99162731976396, 26.92264381235468]",2008,1,0,1,ag,211,sean,1,2.0
12729,"[-109.22871559465237, 32.252168729978976]",2008,0,0,0,na,313,sean,0,3.0
5903,"[-102.43475710085643, 23.047042182077828]",2008,1,0,1,na,113,sean,0,1.0
